PA,SZ,AG,Sex,Pop,Time
Queenstown,Pasir Panjang 1,55_to_59,Females,60,2002
Queenstown,Pasir Panjang 1,60_to_64,Males,50,2002
Queenstown,Pasir Panjang 1,60_to_64,Females,50,2002
Queenstown,Pasir Panjang 1,65_to_69,Males,30,2002
Queenstown,Pasir Panjang 1,65_to_69,Females,40,2002
Queenstown,Pasir Panjang 1,70_to_74,Males,30,2002
Queenstown,Pasir Panjang 1,70_to_74,Females,30,2002
Queenstown,Pasir Panjang 1,75_to_79,Males,10,2002
Queenstown,Pasir Panjang 1,75_to_79,Females,20,2002
Queenstown,Pasir Panjang 1,80_to_84,Males,10,2002
Queenstown,Pasir Panjang 1,80_to_84,Females,10,2002
Queenstown,Pasir Panjang 1,85_and_over,Males,10,2002
Queenstown,Pasir Panjang 1,85_and_over,Females,10,2002
Queenstown,Pasir Panjang 2,0_to_4,Males,100,2002
Queenstown,Pasir Panjang 2,0_to_4,Females,80,2002
Queenstown,Pasir Panjang 2,5_to_9,Males,130,2002
Queenstown,Pasir Panjang 2,5_to_9,Females,120,2002
Queenstown,Pasir Panjang 2,10_to_14,Males,140,2002
Queenstown,Pasir Panjang 2,10_to_14,Females,130,2002
Queenstown,Pasir Panjang 2,15_to_19,Males,120,2002
Queenstown,Pasir Panjang 2,15_to_19,Females,110,2002
Queenstown,Pasir Panjang 2,20_to_24,Males,110,2002
Queenstown,Pasir Panjang 2,20_to_24,Females,130,2002
Queenstown,Pasir Panjang 2,25_to_29,Males,100,2002
Queenstown,Pasir Panjang 2,25_to_29,Females,90,2002
Queenstown,Pasir Panjang 2,30_to_34,Males,80,2002
Queenstown,Pasir Panjang 2,30_to_34,Females,130,2002
Queenstown,Pasir Panjang 2,35_to_39,Males,140,2002
Queenstown,Pasir Panjang 2,35_to_39,Females,150,2002
Queenstown,Pasir Panjang 2,40_to_44,Males,150,2002
Queenstown,Pasir Panjang 2,40_to_44,Females,160,2002
Queenstown,Pasir Panjang 2,45_to_49,Males,180,2002
Queenstown,Pasir Panjang 2,45_to_49,Females,210,2002
Queenstown,Pasir Panjang 2,50_to_54,Males,160,2002
Queenstown,Pasir Panjang 2,50_to_54,Females,140,2002
Queenstown,Pasir Panjang 2,55_to_59,Males,90,2002
Queenstown,Pasir Panjang 2,55_to_59,Females,70,2002
Queenstown,Pasir Panjang 2,60_to_64,Males,60,2002
Queenstown,Pasir Panjang 2,60_to_64,Females,50,2002
Queenstown,Pasir Panjang 2,65_to_69,Males,20,2002
Queenstown,Pasir Panjang 2,65_to_69,Females,30,2002
Queenstown,Pasir Panjang 2,70_to_74,Males,20,2002
Queenstown,Pasir Panjang 2,70_to_74,Females,20,2002
Queenstown,Pasir Panjang 2,75_to_79,Males,20,2002
Queenstown,Pasir Panjang 2,75_to_79,Females,20,2002
Queenstown,Pasir Panjang 2,80_to_84,Males,10,2002
Queenstown,Pasir Panjang 2,80_to_84,Females,10,2002
Queenstown,Pasir Panjang 2,85_and_over,Males,10,2002
Queenstown,Pasir Panjang 2,85_and_over,Females,10,2002
Queenstown,Port,0_to_4,Males,0,2002
Queenstown,Port,0_to_4,Females,10,2002
Queenstown,Port,5_to_9,Males,10,2002
Queenstown,Port,5_to_9,Females,10,2002
Queenstown,Port,10_to_14,Males,10,2002
Queenstown,Port,10_to_14,Females,10,2002
Queenstown,Port,15_to_19,Males,10,2002
Queenstown,Port,15_to_19,Females,10,2002
Queenstown,Port,20_to_24,Males,10,2002
Queenstown,Port,20_to_24,Females,10,2002
Queenstown,Port,25_to_29,Males,10,2002
Queenstown,Port,25_to_29,Females,10,2002
Queenstown,Port,30_to_34,Males,10,2002
Queenstown,Port,30_to_34,Females,10,2002
Queenstown,Port,35_to_39,Males,10,2002
Queenstown,Port,35_to_39,Females,20,2002
Queenstown,Port,40_to_44,Males,20,2002
Queenstown,Port,40_to_44,Females,10,2002
Queenstown,Port,45_to_49,Males,10,2002
Queenstown,Port,45_to_49,Females,10,2002
Queenstown,Port,50_to_54,Males,10,2002
Queenstown,Port,50_to_54,Females,10,2002
Queenstown,Port,55_to_59,Males,10,2002
Queenstown,Port,55_to_59,Females,0,2002
Queenstown,Port,60_to_64,Males,10,2002
Queenstown,Port,60_to_64,Females,0,2002
Queenstown,Port,65_to_69,Males,0,2002
Queenstown,Port,65_to_69,Females,10,2002
Queenstown,Port,70_to_74,Males,0,2002
Queenstown,Port,70_to_74,Females,10,2002
Queenstown,Port,75_to_79,Males,0,2002
Queenstown,Port,75_to_79,Females,0,2002
Queenstown,Port,80_to_84,Males,0,2002
Queenstown,Port,80_to_84,Females,0,2002
Queenstown,Port,85_and_over,Males,0,2002
Queenstown,Port,85_and_over,Females,0,2002
Queenstown,Queensway,0_to_4,Males,0,2002
Queenstown,Queensway,0_to_4,Females,10,2002
Queenstown,Queensway,5_to_9,Males,10,2002
Queenstown,Queensway,5_to_9,Females,10,2002
Queenstown,Queensway,10_to_14,Males,10,2002
Queenstown,Queensway,10_to_14,Females,10,2002
Queenstown,Queensway,15_to_19,Males,10,2002
Queenstown,Queensway,15_to_19,Females,10,2002
Queenstown,Queensway,20_to_24,Males,10,2002
Queenstown,Queensway,20_to_24,Females,10,2002
Queenstown,Queensway,25_to_29,Males,10,2002
Queenstown,Queensway,25_to_29,Females,10,2002
Queenstown,Queensway,30_to_34,Males,10,2002
Queenstown,Queensway,30_to_34,Females,10,2002
Queenstown,Queensway,35_to_39,Males,10,2002
Queenstown,Queensway,35_to_39,Females,10,2002
Queenstown,Queensway,40_to_44,Males,10,2002
Queenstown,Queensway,40_to_44,Females,10,2002
Queenstown,Queensway,45_to_49,Males,10,2002
Queenstown,Queensway,45_to_49,Females,20,2002
Queenstown,Queensway,50_to_54,Males,10,2002
Queenstown,Queensway,50_to_54,Females,10,2002
Queenstown,Queensway,55_to_59,Males,10,2002
Queenstown,Queensway,55_to_59,Females,10,2002
Queenstown,Queensway,60_to_64,Males,0,2002
Queenstown,Queensway,60_to_64,Females,0,2002
Queenstown,Queensway,65_to_69,Males,0,2002
Queenstown,Queensway,65_to_69,Females,0,2002
Queenstown,Queensway,70_to_74,Males,0,2002
Queenstown,Queensway,70_to_74,Females,0,2002
Queenstown,Queensway,75_to_79,Males,0,2002
Queenstown,Queensway,75_to_79,Females,0,2002
Queenstown,Queensway,80_to_84,Males,0,2002
Queenstown,Queensway,80_to_84,Females,0,2002
Queenstown,Queensway,85_and_over,Males,0,2002
Queenstown,Queensway,85_and_over,Females,0,2002
Queenstown,Singapore Polytechnic,0_to_4,Males,0,2002
Queenstown,Singapore Polytechnic,0_to_4,Females,0,2002
Queenstown,Singapore Polytechnic,5_to_9,Males,0,2002
Queenstown,Singapore Polytechnic,5_to_9,Females,0,2002
Queenstown,Singapore Polytechnic,10_to_14,Males,0,2002
Queenstown,Singapore Polytechnic,10_to_14,Females,0,2002
Queenstown,Singapore Polytechnic,15_to_19,Males,0,2002
Queenstown,Singapore Polytechnic,15_to_19,Females,0,2002
Queenstown,Singapore Polytechnic,20_to_24,Males,0,2002
Queenstown,Singapore Polytechnic,20_to_24,Females,0,2002
Queenstown,Singapore Polytechnic,25_to_29,Males,0,2002
Queenstown,Singapore Polytechnic,25_to_29,Females,0,2002
Queenstown,Singapore Polytechnic,30_to_34,Males,0,2002
Queenstown,Singapore Polytechnic,30_to_34,Females,0,2002
Queenstown,Singapore Polytechnic,35_to_39,Males,0,2002
Queenstown,Singapore Polytechnic,35_to_39,Females,0,2002
Queenstown,Singapore Polytechnic,40_to_44,Males,0,2002
Queenstown,Singapore Polytechnic,40_to_44,Females,0,2002
Queenstown,Singapore Polytechnic,45_to_49,Males,0,2002
Queenstown,Singapore Polytechnic,45_to_49,Females,0,2002
Queenstown,Singapore Polytechnic,50_to_54,Males,0,2002
Queenstown,Singapore Polytechnic,50_to_54,Females,0,2002
Queenstown,Singapore Polytechnic,55_to_59,Males,0,2002
Queenstown,Singapore Polytechnic,55_to_59,Females,0,2002
Queenstown,Singapore Polytechnic,60_to_64,Males,0,2002
Queenstown,Singapore Polytechnic,60_to_64,Females,0,2002
Queenstown,Singapore Polytechnic,65_to_69,Males,0,2002
Queenstown,Singapore Polytechnic,65_to_69,Females,0,2002
Queenstown,Singapore Polytechnic,70_to_74,Males,0,2002
Queenstown,Singapore Polytechnic,70_to_74,Females,0,2002
Queenstown,Singapore Polytechnic,75_to_79,Males,0,2002
Queenstown,Singapore Polytechnic,75_to_79,Females,0,2002
Queenstown,Singapore Polytechnic,80_to_84,Males,0,2002
Queenstown,Singapore Polytechnic,80_to_84,Females,0,2002
Queenstown,Singapore Polytechnic,85_and_over,Males,0,2002
Queenstown,Singapore Polytechnic,85_and_over,Females,0,2002
Queenstown,Tanglin Halt,0_to_4,Males,340,2002
Queenstown,Tanglin Halt,0_to_4,Females,300,2002
Queenstown,Tanglin Halt,5_to_9,Males,320,2002
Queenstown,Tanglin Halt,5_to_9,Females,290,2002
Queenstown,Tanglin Halt,10_to_14,Males,290,2002
Queenstown,Tanglin Halt,10_to_14,Females,300,2002
Queenstown,Tanglin Halt,15_to_19,Males,300,2002
Queenstown,Tanglin Halt,15_to_19,Females,290,2002
Queenstown,Tanglin Halt,20_to_24,Males,400,2002
Queenstown,Tanglin Halt,20_to_24,Females,430,2002
Queenstown,Tanglin Halt,25_to_29,Males,560,2002
Queenstown,Tanglin Halt,25_to_29,Females,550,2002
Queenstown,Tanglin Halt,30_to_34,Males,620,2002
Queenstown,Tanglin Halt,30_to_34,Females,540,2002
Queenstown,Tanglin Halt,35_to_39,Males,610,2002
Queenstown,Tanglin Halt,35_to_39,Females,490,2002
Queenstown,Tanglin Halt,40_to_44,Males,490,2002
Queenstown,Tanglin Halt,40_to_44,Females,480,2002
Queenstown,Tanglin Halt,45_to_49,Males,440,2002
Queenstown,Tanglin Halt,45_to_49,Females,490,2002
Queenstown,Tanglin Halt,50_to_54,Males,380,2002
Queenstown,Tanglin Halt,50_to_54,Females,540,2002
Queenstown,Tanglin Halt,55_to_59,Males,360,2002
Queenstown,Tanglin Halt,55_to_59,Females,470,2002
Queenstown,Tanglin Halt,60_to_64,Males,410,2002
Queenstown,Tanglin Halt,60_to_64,Females,540,2002
Queenstown,Tanglin Halt,65_to_69,Males,370,2002
Queenstown,Tanglin Halt,65_to_69,Females,460,2002
Queenstown,Tanglin Halt,70_to_74,Males,290,2002
Queenstown,Tanglin Halt,70_to_74,Females,330,2002
Queenstown,Tanglin Halt,75_to_79,Males,180,2002
Queenstown,Tanglin Halt,75_to_79,Females,200,2002
Queenstown,Tanglin Halt,80_to_84,Males,100,2002
Queenstown,Tanglin Halt,80_to_84,Females,100,2002
Queenstown,Tanglin Halt,85_and_over,Males,40,2002
Queenstown,Tanglin Halt,85_and_over,Females,80,2002
River Valley,Institution Hill,0_to_4,Males,60,2002
River Valley,Institution Hill,0_to_4,Females,70,2002
River Valley,Institution Hill,5_to_9,Males,80,2002
River Valley,Institution Hill,5_to_9,Females,80,2002
River Valley,Institution Hill,10_to_14,Males,100,2002
River Valley,Institution Hill,10_to_14,Females,80,2002
River Valley,Institution Hill,15_to_19,Males,80,2002
River Valley,Institution Hill,15_to_19,Females,80,2002
River Valley,Institution Hill,20_to_24,Males,70,2002
River Valley,Institution Hill,20_to_24,Females,110,2002
River Valley,Institution Hill,25_to_29,Males,130,2002
River Valley,Institution Hill,25_to_29,Females,150,2002
River Valley,Institution Hill,30_to_34,Males,140,2002
River Valley,Institution Hill,30_to_34,Females,150,2002
River Valley,Institution Hill,35_to_39,Males,140,2002
River Valley,Institution Hill,35_to_39,Females,140,2002
River Valley,Institution Hill,40_to_44,Males,120,2002
River Valley,Institution Hill,40_to_44,Females,150,2002
River Valley,Institution Hill,45_to_49,Males,130,2002
River Valley,Institution Hill,45_to_49,Females,140,2002
River Valley,Institution Hill,50_to_54,Males,130,2002
River Valley,Institution Hill,50_to_54,Females,110,2002
River Valley,Institution Hill,55_to_59,Males,70,2002
River Valley,Institution Hill,55_to_59,Females,60,2002
River Valley,Institution Hill,60_to_64,Males,60,2002
River Valley,Institution Hill,60_to_64,Females,70,2002
River Valley,Institution Hill,65_to_69,Males,40,2002
River Valley,Institution Hill,65_to_69,Females,40,2002
River Valley,Institution Hill,70_to_74,Males,30,2002
River Valley,Institution Hill,70_to_74,Females,30,2002
River Valley,Institution Hill,75_to_79,Males,20,2002
River Valley,Institution Hill,75_to_79,Females,30,2002
River Valley,Institution Hill,80_to_84,Males,10,2002
River Valley,Institution Hill,80_to_84,Females,20,2002
River Valley,Institution Hill,85_and_over,Males,10,2002
River Valley,Institution Hill,85_and_over,Females,10,2002
River Valley,Leonie Hill,0_to_4,Males,60,2002
River Valley,Leonie Hill,0_to_4,Females,70,2002
River Valley,Leonie Hill,5_to_9,Males,100,2002
River Valley,Leonie Hill,5_to_9,Females,100,2002
River Valley,Leonie Hill,10_to_14,Males,100,2002
River Valley,Leonie Hill,10_to_14,Females,100,2002
River Valley,Leonie Hill,15_to_19,Males,70,2002
River Valley,Leonie Hill,15_to_19,Females,80,2002
River Valley,Leonie Hill,20_to_24,Males,60,2002
River Valley,Leonie Hill,20_to_24,Females,100,2002
River Valley,Leonie Hill,25_to_29,Males,100,2002
River Valley,Leonie Hill,25_to_29,Females,120,2002
River Valley,Leonie Hill,30_to_34,Males,130,2002
River Valley,Leonie Hill,30_to_34,Females,150,2002
River Valley,Leonie Hill,35_to_39,Males,120,2002
River Valley,Leonie Hill,35_to_39,Females,160,2002
River Valley,Leonie Hill,40_to_44,Males,140,2002
River Valley,Leonie Hill,40_to_44,Females,170,2002
River Valley,Leonie Hill,45_to_49,Males,130,2002
River Valley,Leonie Hill,45_to_49,Females,140,2002
River Valley,Leonie Hill,50_to_54,Males,90,2002
River Valley,Leonie Hill,50_to_54,Females,110,2002
River Valley,Leonie Hill,55_to_59,Males,100,2002
River Valley,Leonie Hill,55_to_59,Females,80,2002
River Valley,Leonie Hill,60_to_64,Males,50,2002
River Valley,Leonie Hill,60_to_64,Females,60,2002
River Valley,Leonie Hill,65_to_69,Males,40,2002
River Valley,Leonie Hill,65_to_69,Females,50,2002
River Valley,Leonie Hill,70_to_74,Males,30,2002
River Valley,Leonie Hill,70_to_74,Females,40,2002
River Valley,Leonie Hill,75_to_79,Males,30,2002
River Valley,Leonie Hill,75_to_79,Females,30,2002
River Valley,Leonie Hill,80_to_84,Males,20,2002
River Valley,Leonie Hill,80_to_84,Females,20,2002
River Valley,Leonie Hill,85_and_over,Males,10,2002
River Valley,Leonie Hill,85_and_over,Females,10,2002
River Valley,One Tree Hill,0_to_4,Males,40,2002
River Valley,One Tree Hill,0_to_4,Females,30,2002
River Valley,One Tree Hill,5_to_9,Males,60,2002
River Valley,One Tree Hill,5_to_9,Females,70,2002
River Valley,One Tree Hill,10_to_14,Males,50,2002
River Valley,One Tree Hill,10_to_14,Females,70,2002
River Valley,One Tree Hill,15_to_19,Males,50,2002
River Valley,One Tree Hill,15_to_19,Females,70,2002
River Valley,One Tree Hill,20_to_24,Males,50,2002
River Valley,One Tree Hill,20_to_24,Females,80,2002
River Valley,One Tree Hill,25_to_29,Males,50,2002
River Valley,One Tree Hill,25_to_29,Females,60,2002
River Valley,One Tree Hill,30_to_34,Males,60,2002
River Valley,One Tree Hill,30_to_34,Females,80,2002
River Valley,One Tree Hill,35_to_39,Males,70,2002
River Valley,One Tree Hill,35_to_39,Females,90,2002
River Valley,One Tree Hill,40_to_44,Males,60,2002
River Valley,One Tree Hill,40_to_44,Females,90,2002
River Valley,One Tree Hill,45_to_49,Males,90,2002
River Valley,One Tree Hill,45_to_49,Females,80,2002
River Valley,One Tree Hill,50_to_54,Males,70,2002
River Valley,One Tree Hill,50_to_54,Females,100,2002
River Valley,One Tree Hill,55_to_59,Males,80,2002
River Valley,One Tree Hill,55_to_59,Females,80,2002
River Valley,One Tree Hill,60_to_64,Males,40,2002
River Valley,One Tree Hill,60_to_64,Females,60,2002
River Valley,One Tree Hill,65_to_69,Males,40,2002
River Valley,One Tree Hill,65_to_69,Females,30,2002
River Valley,One Tree Hill,70_to_74,Males,20,2002
River Valley,One Tree Hill,70_to_74,Females,30,2002
River Valley,One Tree Hill,75_to_79,Males,20,2002
River Valley,One Tree Hill,75_to_79,Females,30,2002
River Valley,One Tree Hill,80_to_84,Males,10,2002
River Valley,One Tree Hill,80_to_84,Females,20,2002
River Valley,One Tree Hill,85_and_over,Males,10,2002
River Valley,One Tree Hill,85_and_over,Females,20,2002
River Valley,Oxley,0_to_4,Males,30,2002
River Valley,Oxley,0_to_4,Females,30,2002
River Valley,Oxley,5_to_9,Males,30,2002
River Valley,Oxley,5_to_9,Females,40,2002
River Valley,Oxley,10_to_14,Males,30,2002
River Valley,Oxley,10_to_14,Females,40,2002
River Valley,Oxley,15_to_19,Males,20,2002
River Valley,Oxley,15_to_19,Females,30,2002
River Valley,Oxley,20_to_24,Males,40,2002
River Valley,Oxley,20_to_24,Females,40,2002
River Valley,Oxley,25_to_29,Males,60,2002
River Valley,Oxley,25_to_29,Females,80,2002
River Valley,Oxley,30_to_34,Males,60,2002
River Valley,Oxley,30_to_34,Females,80,2002
River Valley,Oxley,35_to_39,Males,60,2002
River Valley,Oxley,35_to_39,Females,50,2002
River Valley,Oxley,40_to_44,Males,50,2002
River Valley,Oxley,40_to_44,Females,60,2002
River Valley,Oxley,45_to_49,Males,60,2002
River Valley,Oxley,45_to_49,Females,70,2002
River Valley,Oxley,50_to_54,Males,60,2002
River Valley,Oxley,50_to_54,Females,70,2002
River Valley,Oxley,55_to_59,Males,50,2002
River Valley,Oxley,55_to_59,Females,60,2002
River Valley,Oxley,60_to_64,Males,40,2002
River Valley,Oxley,60_to_64,Females,40,2002
River Valley,Oxley,65_to_69,Males,30,2002
River Valley,Oxley,65_to_69,Females,30,2002
River Valley,Oxley,70_to_74,Males,20,2002
River Valley,Oxley,70_to_74,Females,30,2002
River Valley,Oxley,75_to_79,Males,30,2002
River Valley,Oxley,75_to_79,Females,20,2002
River Valley,Oxley,80_to_84,Males,0,2002
River Valley,Oxley,80_to_84,Females,10,2002
River Valley,Oxley,85_and_over,Males,10,2002
River Valley,Oxley,85_and_over,Females,20,2002
River Valley,Paterson,0_to_4,Males,0,2002
River Valley,Paterson,0_to_4,Females,0,2002
River Valley,Paterson,5_to_9,Males,0,2002
River Valley,Paterson,5_to_9,Females,0,2002
River Valley,Paterson,10_to_14,Males,0,2002
River Valley,Paterson,10_to_14,Females,10,2002
River Valley,Paterson,15_to_19,Males,10,2002
River Valley,Paterson,15_to_19,Females,10,2002
River Valley,Paterson,20_to_24,Males,0,2002
River Valley,Paterson,20_to_24,Females,0,2002
River Valley,Paterson,25_to_29,Males,0,2002
River Valley,Paterson,25_to_29,Females,10,2002
River Valley,Paterson,30_to_34,Males,10,2002
River Valley,Paterson,30_to_34,Females,10,2002
River Valley,Paterson,35_to_39,Males,0,2002
River Valley,Paterson,35_to_39,Females,0,2002
River Valley,Paterson,40_to_44,Males,10,2002
River Valley,Paterson,40_to_44,Females,10,2002
River Valley,Paterson,45_to_49,Males,10,2002
River Valley,Paterson,45_to_49,Females,10,2002
River Valley,Paterson,50_to_54,Males,10,2002
River Valley,Paterson,50_to_54,Females,10,2002
River Valley,Paterson,55_to_59,Males,10,2002
River Valley,Paterson,55_to_59,Females,10,2002
River Valley,Paterson,60_to_64,Males,0,2002
River Valley,Paterson,60_to_64,Females,10,2002
River Valley,Paterson,65_to_69,Males,0,2002
River Valley,Paterson,65_to_69,Females,0,2002
River Valley,Paterson,70_to_74,Males,10,2002
River Valley,Paterson,70_to_74,Females,10,2002
River Valley,Paterson,75_to_79,Males,0,2002
River Valley,Paterson,75_to_79,Females,10,2002
River Valley,Paterson,80_to_84,Males,0,2002
River Valley,Paterson,80_to_84,Females,0,2002
River Valley,Paterson,85_and_over,Males,0,2002
River Valley,Paterson,85_and_over,Females,10,2002
Rochor,Bencoolen,0_to_4,Males,60,2002
Rochor,Bencoolen,0_to_4,Females,60,2002
Rochor,Bencoolen,5_to_9,Males,50,2002
Rochor,Bencoolen,5_to_9,Females,60,2002
Rochor,Bencoolen,10_to_14,Males,60,2002
Rochor,Bencoolen,10_to_14,Females,60,2002
Rochor,Bencoolen,15_to_19,Males,70,2002
Rochor,Bencoolen,15_to_19,Females,50,2002
Rochor,Bencoolen,20_to_24,Males,50,2002
Rochor,Bencoolen,20_to_24,Females,60,2002
Rochor,Bencoolen,25_to_29,Males,80,2002
Rochor,Bencoolen,25_to_29,Females,110,2002
Rochor,Bencoolen,30_to_34,Males,120,2002
Rochor,Bencoolen,30_to_34,Females,110,2002
Rochor,Bencoolen,35_to_39,Males,100,2002
Rochor,Bencoolen,35_to_39,Females,100,2002
Rochor,Bencoolen,40_to_44,Males,140,2002
Rochor,Bencoolen,40_to_44,Females,110,2002
Rochor,Bencoolen,45_to_49,Males,100,2002
Rochor,Bencoolen,45_to_49,Females,110,2002
Rochor,Bencoolen,50_to_54,Males,100,2002
Rochor,Bencoolen,50_to_54,Females,120,2002
Rochor,Bencoolen,55_to_59,Males,70,2002
Rochor,Bencoolen,55_to_59,Females,80,2002
Rochor,Bencoolen,60_to_64,Males,80,2002
Rochor,Bencoolen,60_to_64,Females,100,2002
Rochor,Bencoolen,65_to_69,Males,80,2002
Rochor,Bencoolen,65_to_69,Females,80,2002
Rochor,Bencoolen,70_to_74,Males,70,2002
Rochor,Bencoolen,70_to_74,Females,70,2002
Rochor,Bencoolen,75_to_79,Males,50,2002
Rochor,Bencoolen,75_to_79,Females,50,2002
Rochor,Bencoolen,80_to_84,Males,30,2002
Rochor,Bencoolen,80_to_84,Females,30,2002
Rochor,Bencoolen,85_and_over,Males,40,2002
Rochor,Bencoolen,85_and_over,Females,40,2002
Rochor,Farrer Park,0_to_4,Males,50,2002
Rochor,Farrer Park,0_to_4,Females,40,2002
Rochor,Farrer Park,5_to_9,Males,60,2002
Rochor,Farrer Park,5_to_9,Females,50,2002
Rochor,Farrer Park,10_to_14,Males,60,2002
Rochor,Farrer Park,10_to_14,Females,70,2002
