Country,Country,Year,Avg. Income,Avg. LifeExp,Pop
Bhutan,Bhutan,1971,1060,49.4,308000
Benin,Benin,1971,1250,47.6,2980000
Belize,Belize,1971,2570,66.9,125000
Belgium,Belgium,1971,19500,71.1,9660000
Belarus,Belarus,1971,5680,71.1,9050000
Barbados,Barbados,1971,9270,69.7,240000
Bangladesh,Bangladesh,1971,1150,44.4,66400000
Bahrain,Bahrain,1971,31200,65.4,220000
Bahamas,Bahamas,1971,21000,65.3,174000
Azerbaijan,Azerbaijan,1971,7420,61.9,5280000
Austria,Austria,1971,18800,70.2,7550000
Australia,Australia,1971,20200,71.5,13100000
Armenia,Armenia,1971,3590,66,2590000
Argentina,Argentina,1971,12200,65.7,24400000
Antigua and Barbuda,Antigua and Barbuda,1971,5890,67.2,68200
Angola,Angola,1971,5780,49,6930000
Andorra,Andorra,1971,33000,76.3,25600
Algeria,Algeria,1971,6490,57.8,15000000
Albania,Albania,1971,3980,68,2200000
Afghanistan,Afghanistan,1971,1100,45.9,11400000
Vietnam,,1971,1080,54.5,44500000
Turkmenistan,,1971,10200,56.5,2260000
Swaziland,,1971,4260,52,459000
"Micronesia, Fed. Sts.",,1971,1760,60,62100
"Macedonia, FYR",,1971,6920,67.8,1740000
Kazakhstan,,1971,12300,64,13300000
"Congo, Rep.",,1971,3480,49.2,1410000
Cape Verde,,1971,872,57.3,273000
Brunei,,1971,83800,66.2,136000
Bolivia,,1971,3700,50.8,4600000
Zimbabwe,Zimbabwe,1972,2830,58.3,5540000
Zambia,Zambia,1972,3980,56.5,4470000
Yemen,Yemen,1972,2190,45.4,6410000
Venezuela,Venezuela,1972,15600,66.9,12300000
Vanuatu,Vanuatu,1972,1720,57.5,90800
Uzbekistan,Uzbekistan,1972,3400,64.2,12800000
Uruguay,Uruguay,1972,7560,68.5,2820000
United States,United States,1972,25400,71.3,213000000
United Kingdom,United Kingdom,1972,18000,72,56000000
United Arab Emirates,United Arab Emirates,1972,38800,66.8,333000
Ukraine,Ukraine,1972,7940,69.2,47800000
Uganda,Uganda,1972,1090,50.8,9990000
Turkey,Turkey,1972,7550,58.5,36600000
Tunisia,Tunisia,1972,3800,59.5,5290000
Trinidad and Tobago,Trinidad and Tobago,1972,11200,65.7,969000
Tonga,Tonga,1972,1760,65.8,86300
Togo,Togo,1972,1980,52.8,2250000
Timor-Leste,Timor-Leste,1972,736,45.2,638000
Thailand,Thailand,1972,2480,63.3,39100000
Tanzania,Tanzania,1972,1470,53.1,14500000
Tajikistan,Tajikistan,1972,4760,57.4,3110000
Syria,Syria,1972,3320,65.8,6800000
Switzerland,Switzerland,1972,39200,73.6,6270000
Sweden,Sweden,1972,22300,74.8,8130000
Suriname,Suriname,1972,9720,64.9,371000
Sudan,Sudan,1972,2000,53.4,11000000
St. Vincent and the Grenadines,St. Vincent and the Grenadines,1972,3790,65.5,92500
St. Lucia,St. Lucia,1972,3790,66.2,106000
Sri Lanka,Sri Lanka,1972,2140,64.7,13000000
Spain,Spain,1972,13600,72.5,34800000
South Sudan,South Sudan,1972,2200,48.1,3820000
South Korea,South Korea,1972,2680,62.8,33500000
South Africa,South Africa,1972,10200,57.9,24100000
Somalia,Somalia,1972,1260,50.1,3480000
Solomon Islands,Solomon Islands,1972,829,55.4,173000
Slovenia,Slovenia,1972,14300,68.5,1690000
Slovak Republic,Slovak Republic,1972,11800,70.1,4620000
Singapore,Singapore,1972,12700,69.2,2150000
Sierra Leone,Sierra Leone,1972,1490,46.4,2800000
Seychelles,Seychelles,1972,7710,66.4,55100
Serbia,Serbia,1972,11700,70.4,8260000
Senegal,Senegal,1972,2030,48.1,4530000
Saudi Arabia,Saudi Arabia,1972,60500,66.2,6390000
Sao Tome and Principe,Sao Tome and Principe,1972,2150,59.9,77500
Samoa,Samoa,1972,3840,65.2,147000
Rwanda,Rwanda,1972,668,46.9,3980000
Russia,Russia,1972,15900,68.3,132000000
Romania,Romania,1972,11400,69.2,21000000
Qatar,Qatar,1972,159000,67.5,131000
Portugal,Portugal,1972,11800,68.4,8840000
Poland,Poland,1972,9990,70.6,33100000
Philippines,Philippines,1972,3300,63.3,37900000
Peru,Peru,1972,6890,59.5,14100000
Paraguay,Paraguay,1972,3640,69.9,2600000
Papua New Guinea,Papua New Guinea,1972,1850,54.5,2660000
Panama,Panama,1972,7080,69.7,1610000
Palestine,Palestine,1972,1460,66.9,1180000
Pakistan,Pakistan,1972,1730,57.7,61300000
Oman,Oman,1972,20300,52.8,776000
Norway,Norway,1972,24100,74.4,3930000
North Korea,North Korea,1972,1730,68.6,15200000
Nigeria,Nigeria,1972,3940,51,58700000
Niger,Niger,1972,1290,43.7,4770000
Nicaragua,Nicaragua,1972,6100,52.2,2550000
New Zealand,New Zealand,1972,20400,71.8,2930000
Netherlands,Netherlands,1972,20800,73.9,13300000
Nepal,Nepal,1972,985,49.6,12500000
Namibia,Namibia,1972,6110,58.7,829000
Myanmar,Myanmar,1972,814,50.5,27700000
Mozambique,Mozambique,1972,637,48.1,9600000
Morocco,Morocco,1972,2500,56.3,16700000
Montenegro,Montenegro,1972,11800,72.8,529000
Mongolia,Mongolia,1972,1750,56,1360000
Moldova,Moldova,1972,5280,63.1,3700000
Mexico,Mexico,1972,9310,63.4,55500000
Mauritius,Mauritius,1972,3350,61.9,852000
Mauritania,Mauritania,1972,2960,54.8,1220000
Marshall Islands,Marshall Islands,1972,2240,61.4,22300
Malta,Malta,1972,4980,70.1,320000
Mali,Mali,1972,983,40.6,6150000
Maldives,Maldives,1972,1410,41.3,123000
Malaysia,Malaysia,1972,4600,65.6,11300000
Malawi,Malawi,1972,748,44.7,4860000
Madagascar,Madagascar,1972,2460,51.8,6950000
Luxembourg,Luxembourg,1972,31800,70.6,345000
Lithuania,Lithuania,1972,13000,71.4,3200000
Libya,Libya,1972,51400,67.5,2330000
Liberia,Liberia,1972,2220,48.5,1490000
Lesotho,Lesotho,1972,803,56.1,1080000
Lebanon,Lebanon,1972,14400,67.1,2420000
Latvia,Latvia,1972,7920,69.9,2420000
Lao,Lao,1972,1360,43.1,2840000
Kyrgyz Republic,Kyrgyz Republic,1972,3510,60.6,3110000
Kuwait,Kuwait,1972,61700,70.3,855000
Kiribati,Kiribati,1972,4160,55.5,52800
Kenya,Kenya,1972,2030,58.7,12100000
Jordan,Jordan,1972,4040,63.5,1880000
Japan,Japan,1972,16100,73.1,108000000
Jamaica,Jamaica,1972,7780,69.8,1930000
Italy,Italy,1972,17300,72,54300000
Israel,Israel,1972,14300,71.1,3030000
Ireland,Ireland,1972,12300,71.3,3030000
Iraq,Iraq,1972,7500,61.7,10600000
Iran,Iran,1972,13700,59.2,30100000
Indonesia,Indonesia,1972,2380,54.8,121000000
India,India,1972,1110,49.9,579000000
Iceland,Iceland,1972,17600,74.2,210000
Hungary,Hungary,1972,13800,69.5,10400000
Honduras,Honduras,1972,2760,58.7,2880000
Haiti,Haiti,1972,2140,46.4,4880000
Guyana,Guyana,1972,3480,61.2,722000
Guinea-Bissau,Guinea-Bissau,1972,1780,41.3,741000
Guinea,Guinea,1972,976,45.4,4300000
Guatemala,Guatemala,1972,4860,53.1,5940000
Grenada,Grenada,1972,3000,68.1,93900
Greece,Greece,1972,14600,73.9,8770000
Ghana,Ghana,1972,2400,55.9,9080000
Germany,Germany,1972,22400,70.9,78900000
Georgia,Georgia,1972,5410,65.3,4790000
Gambia,Gambia,1972,1660,55.8,475000
Gabon,Gabon,1972,6220,53.1,613000
France,France,1972,19600,72.8,51700000
Finland,Finland,1972,17900,70.8,4650000
Fiji,Fiji,1972,4960,64.2,543000
Ethiopia,Ethiopia,1972,803,44,30100000
Estonia,Estonia,1972,10500,69.9,1390000
Eritrea,Eritrea,1972,1120,46,1910000
Equatorial Guinea,Equatorial Guinea,1972,899,44.8,293000
El Salvador,El Salvador,1972,5090,59.9,3860000
Egypt,Egypt,1972,3100,52.7,36700000
Ecuador,Ecuador,1972,6000,63.8,6430000
Dominican Republic,Dominican Republic,1972,3810,65.8,4760000
Dominica,Dominica,1972,3070,68.5,71700
Djibouti,Djibouti,1972,4590,60.3,179000
Denmark,Denmark,1972,23800,73.6,4990000
Czech Republic,Czech Republic,1972,16000,70,9890000
Cyprus,Cyprus,1972,9930,70.7,628000
Cuba,Cuba,1972,10000,72.8,9030000
Croatia,Croatia,1972,13400,68.5,4450000
Cote d'Ivoire,Cote d'Ivoire,1972,3940,52.1,5740000
Costa Rica,Costa Rica,1972,6580,70,1950000
"Congo, Dem. Rep.","Congo, Dem. Rep.",1972,2160,50.8,21100000
Comoros,Comoros,1972,1460,51.9,239000
Colombia,Colombia,1972,4630,65.4,23100000
China,China,1972,846,62.1,866000000
Chile,Chile,1972,7550,64,9920000
Chad,Chad,1972,1220,49.9,3820000
Central African Republic,Central African Republic,1972,1220,48.3,1900000
Canada,Canada,1972,21600,73,22200000
Cameroon,Cameroon,1972,2290,52.5,6880000
Cambodia,Cambodia,1972,1450,45.2,7300000
Burundi,Burundi,1972,773,18.2,3540000
Burkina Faso,Burkina Faso,1972,830,45,5830000
Bulgaria,Bulgaria,1972,8510,71,8610000
Brazil,Brazil,1972,7090,62.3,100000000
Botswana,Botswana,1972,2320,57.7,743000
Bosnia and Herzegovina,Bosnia and Herzegovina,1972,2650,67.1,3850000
Bhutan,Bhutan,1972,1030,49.9,318000
Benin,Benin,1972,1320,48.2,3040000
Belize,Belize,1972,2800,67.2,127000
Belgium,Belgium,1972,20500,71.3,9690000
Belarus,Belarus,1972,5660,71.1,9120000
Barbados,Barbados,1972,9310,70,241000
Bangladesh,Bangladesh,1972,994,52.1,67600000
Bahrain,Bahrain,1972,34000,66,229000
Bahamas,Bahamas,1972,19900,65.7,178000
Azerbaijan,Azerbaijan,1972,7400,62.5,5390000
Austria,Austria,1972,19800,70.4,7580000
Australia,Australia,1972,20400,71.8,13300000
Armenia,Armenia,1972,3580,66.5,2650000
Argentina,Argentina,1972,12200,66,24800000
Antigua and Barbuda,Antigua and Barbuda,1972,6160,67.6,69200
Angola,Angola,1972,5670,49.2,7090000
Andorra,Andorra,1972,34000,76.6,26900
Algeria,Algeria,1972,7630,58.2,15400000
Albania,Albania,1972,4120,68.6,2250000
Afghanistan,Afghanistan,1972,1050,45.9,11700000
Vietnam,,1972,1150,50.6,45500000
Turkmenistan,,1972,10200,57.1,2320000
Swaziland,,1972,4660,52.8,472000
"Micronesia, Fed. Sts.",,1972,1770,60.2,62300
"Macedonia, FYR",,1972,7100,68.1,1750000
Kazakhstan,,1972,12200,64.3,13500000
"Congo, Rep.",,1972,3520,49.6,1450000
Cape Verde,,1972,820,58.9,274000
Brunei,,1972,88700,67.1,142000
Bolivia,,1972,3800,51.5,4700000
Zimbabwe,Zimbabwe,1973,2820,58.5,5730000
Zambia,Zambia,1973,3770,57,4630000
Yemen,Yemen,1973,2410,46.6,6520000
Venezuela,Venezuela,1973,16300,67,12600000
Vanuatu,Vanuatu,1973,1740,57.8,93800
Uzbekistan,Uzbekistan,1973,3650,64.6,13200000
Uruguay,Uruguay,1973,7610,68.5,2820000
United States,United States,1973,26600,71.6,215000000
United Kingdom,United Kingdom,1973,19200,72.2,56100000
United Arab Emirates,United Arab Emirates,1973,59400,67.3,397000
Ukraine,Ukraine,1973,8520,69.4,48100000
Uganda,Uganda,1973,1060,51,10300000
Turkey,Turkey,1973,7830,59,37500000
Tunisia,Tunisia,1973,3700,60.3,5410000
Trinidad and Tobago,Trinidad and Tobago,1973,11300,66,983000
Tonga,Tonga,1973,1780,65.8,87000
Togo,Togo,1973,1850,53.2,2300000
Timor-Leste,Timor-Leste,1973,738,45.9,654000
Thailand,Thailand,1973,2660,63.8,40200000
Tanzania,Tanzania,1973,1470,53.5,15000000
Tajikistan,Tajikistan,1973,5110,57.8,3200000
Syria,Syria,1973,2930,65.3,7040000
Switzerland,Switzerland,1973,40200,74,6310000
Sweden,Sweden,1973,23300,74.9,8150000
Suriname,Suriname,1973,10200,65,368000
Sudan,Sudan,1973,1780,53.4,11300000
St. Vincent and the Grenadines,St. Vincent and the Grenadines,1973,3330,65.9,93500
St. Lucia,St. Lucia,1973,3820,66.4,107000
Sri Lanka,Sri Lanka,1973,2190,64.7,13300000
Spain,Spain,1973,14700,72.7,35200000
South Sudan,South Sudan,1973,1960,49.8,3920000
South Korea,South Korea,1973,3230,63.3,34200000
South Africa,South Africa,1973,10400,58.2,24800000
Somalia,Somalia,1973,1090,50.2,3510000
Solomon Islands,Solomon Islands,1973,892,55.7,179000
Slovenia,Slovenia,1973,14700,68.8,1710000
Slovak Republic,Slovak Republic,1973,12200,70.1,4660000
Singapore,Singapore,1973,13900,69.5,2190000
Sierra Leone,Sierra Leone,1973,1500,46.7,2860000
Seychelles,Seychelles,1973,8250,67,56600
Serbia,Serbia,1973,12000,70.8,8340000
Senegal,Senegal,1973,1870,48.5,4660000
Saudi Arabia,Saudi Arabia,1973,65100,67,6710000
Sao Tome and Principe,Sao Tome and Principe,1973,2140,60.5,79000
Samoa,Samoa,1973,3880,65.1,149000
Rwanda,Rwanda,1973,669,47.1,4100000
Russia,Russia,1973,17100,68.4,132000000
Romania,Romania,1973,11700,69.4,21200000
Qatar,Qatar,1973,161000,67.5,142000
Portugal,Portugal,1973,13100,68.7,8960000
Poland,Poland,1973,10700,70.7,33400000
Philippines,Philippines,1973,3490,63.5,39000000
Peru,Peru,1973,7050,60.3,14400000
Paraguay,Paraguay,1973,3810,70.1,2660000
Papua New Guinea,Papua New Guinea,1973,1930,54.7,2730000
Panama,Panama,1973,7330,70.4,1650000
Palestine,Palestine,1973,1320,40.7,1230000
Pakistan,Pakistan,1973,1810,58.1,63100000
Oman,Oman,1973,16900,53.8,807000
Norway,Norway,1973,25100,74.5,3960000
North Korea,North Korea,1973,1750,69.1,15600000
Nigeria,Nigeria,1973,4050,51.5,60100000
Niger,Niger,1973,1050,43.5,4900000
Nicaragua,Nicaragua,1973,6220,62.5,2630000
New Zealand,New Zealand,1973,21400,71.9,2990000
Netherlands,Netherlands,1973,21800,74.2,13400000
Nepal,Nepal,1973,957,49.9,12800000
Namibia,Namibia,1973,6140,58.8,855000
Myanmar,Myanmar,1973,785,51.2,28300000
Mozambique,Mozambique,1973,653,48.4,9830000
Morocco,Morocco,1973,2540,56.8,17000000
Montenegro,Montenegro,1973,12200,73,538000
Mongolia,Mongolia,1973,1850,56.7,1400000
Moldova,Moldova,1973,5670,63.4,3750000
Mexico,Mexico,1973,9760,63.6,57300000
Mauritius,Mauritius,1973,3730,62.3,865000
Mauritania,Mauritania,1973,2750,55,1250000
Marshall Islands,Marshall Islands,1973,2290,61.9,23400
Malta,Malta,1973,5460,70.4,321000
Mali,Mali,1973,940,40.9,6260000
Maldives,Maldives,1973,1400,42.3,128000
Malaysia,Malaysia,1973,5150,66.1,11600000
Malawi,Malawi,1973,791,45.3,5000000
Madagascar,Madagascar,1973,2340,52.4,7140000
Luxembourg,Luxembourg,1973,34100,70.8,348000
Lithuania,Lithuania,1973,13900,71.5,3240000
Libya,Libya,1973,49500,68.1,2430000
Liberia,Liberia,1973,2240,49,1540000
Lesotho,Lesotho,1973,992,56.5,1100000
Lebanon,Lebanon,1973,14800,67.3,2480000
Latvia,Latvia,1973,8500,69.8,2440000
Lao,Lao,1973,1370,43.5,2920000
Kyrgyz Republic,Kyrgyz Republic,1973,3580,61.1,3170000
Kuwait,Kuwait,1973,58700,69.9,909000
Kiribati,Kiribati,1973,4960,56,53600
Kenya,Kenya,1973,2060,59.1,12500000
Jordan,Jordan,1973,4090,64,1950000
Japan,Japan,1973,17100,73.4,110000000
Jamaica,Jamaica,1973,8310,70.3,1970000
Italy,Italy,1973,18600,72.2,54700000
Israel,Israel,1973,14600,66.6,3140000
Ireland,Ireland,1973,12700,71.3,3080000
Iraq,Iraq,1973,8830,61.9,11000000
Iran,Iran,1973,14500,61.5,30900000
Indonesia,Indonesia,1973,2670,55.4,124000000
India,India,1973,1140,50.5,593000000
Iceland,Iceland,1973,18600,74.5,213000
Hungary,Hungary,1973,14500,69.5,10500000
Honduras,Honduras,1973,2780,57.3,2970000
Haiti,Haiti,1973,2210,47.1,4960000
Guyana,Guyana,1973,3510,61.4,730000
Guinea-Bissau,Guinea-Bissau,1973,1780,41.7,756000
Guinea,Guinea,1973,1000,45.6,4320000
Guatemala,Guatemala,1973,5080,54.3,6100000
Grenada,Grenada,1973,3270,68.5,93600
Greece,Greece,1973,15100,74.2,8840000
Ghana,Ghana,1973,2460,56.2,9350000
Germany,Germany,1973,23400,71.1,78900000
Georgia,Georgia,1973,5720,65.9,4820000
Gambia,Gambia,1973,1680,56.1,490000
Gabon,Gabon,1973,8400,53.6,625000
France,France,1973,20500,73,52200000
Finland,Finland,1973,19000,71.2,4680000
Fiji,Fiji,1973,5430,64,554000
Ethiopia,Ethiopia,1973,798,43.5,31000000
Estonia,Estonia,1973,11300,70.4,1400000
Eritrea,Eritrea,1973,1120,46.4,1970000
Equatorial Guinea,Equatorial Guinea,1973,936,45.1,281000
El Salvador,El Salvador,1973,5180,60.7,3960000
Egypt,Egypt,1973,3050,53,37500000
Ecuador,Ecuador,1973,6540,64.3,6610000
Dominican Republic,Dominican Republic,1973,4170,66.3,4890000
Dominica,Dominica,1973,3310,69.2,71700
Djibouti,Djibouti,1973,4660,60.6,191000
Denmark,Denmark,1973,24600,73.8,5020000
Czech Republic,Czech Republic,1973,16500,70.1,9950000
Cyprus,Cyprus,1973,10200,70.9,635000
Cuba,Cuba,1973,10700,73,9180000
Croatia,Croatia,1973,13700,68.8,4470000
Cote d'Ivoire,Cote d'Ivoire,1973,3990,52.6,6010000
Costa Rica,Costa Rica,1973,6910,70.6,2000000
"Congo, Dem. Rep.","Congo, Dem. Rep.",1973,2270,51.1,21700000
Comoros,Comoros,1973,1530,52.2,244000
Colombia,Colombia,1973,4850,65.3,23700000
China,China,1973,898,62.6,885000000
Chile,Chile,1973,7000,64.5,10100000
Chad,Chad,1973,1130,50.7,3910000
Central African Republic,Central African Republic,1973,1240,48.4,1940000
Canada,Canada,1973,22900,73.2,22500000
Cameroon,Cameroon,1973,2280,52.8,7060000
Cambodia,Cambodia,1973,1170,45.2,7450000
Burundi,Burundi,1973,828,45.1,3580000
Burkina Faso,Burkina Faso,1973,774,45.3,5930000
Bulgaria,Bulgaria,1973,8800,71.2,8660000
Brazil,Brazil,1973,7910,62.7,103000000
Botswana,Botswana,1973,2730,58.3,769000
Bosnia and Herzegovina,Bosnia and Herzegovina,1973,2680,67.5,3900000
Bhutan,Bhutan,1973,1010,50.4,328000
Benin,Benin,1973,1320,48.7,3110000
Belize,Belize,1973,2910,67.5,129000
Belgium,Belgium,1973,21600,71.6,9720000
Belarus,Belarus,1973,6080,71.3,9190000
Barbados,Barbados,1973,9440,70.3,243000
Bangladesh,Bangladesh,1973,979,52.1,68700000
Bahrain,Bahrain,1973,35800,66.7,240000
Bahamas,Bahamas,1973,21000,66.3,181000
Azerbaijan,Azerbaijan,1973,7950,63.2,5480000
Austria,Austria,1973,20700,70.8,7610000
Australia,Australia,1973,21200,72,13500000
Armenia,Armenia,1973,3840,67.1,2710000
Argentina,Argentina,1973,12500,66.4,25200000
Antigua and Barbuda,Antigua and Barbuda,1973,6540,68,70100
Angola,Angola,1973,6000,49.4,7280000
Andorra,Andorra,1973,34900,76.9,28200
Algeria,Algeria,1973,7650,58.5,15800000
Albania,Albania,1973,4320,69.2,2310000
Afghanistan,Afghanistan,1973,1150,46,12000000
Vietnam,,1973,1200,54.6,46600000
Turkmenistan,,1973,10900,57.6,2390000
Swaziland,,1973,4790,53.5,487000
"Micronesia, Fed. Sts.",,1973,2380,60.4,62300
"Macedonia, FYR",,1973,7280,68.4,1770000
Kazakhstan,,1973,13200,64.5,13700000
"Congo, Rep.",,1973,4010,50,1500000
Cape Verde,,1973,803,59.9,273000
Brunei,,1973,93400,68.1,149000
Bolivia,,1973,3960,52.1,4800000
Zimbabwe,Zimbabwe,1974,2790,58.8,5920000
Zambia,Zambia,1974,3750,57.4,4790000
Yemen,Yemen,1974,2490,47.6,6660000
Venezuela,Venezuela,1974,17000,67.5,13000000
Vanuatu,Vanuatu,1974,2270,58.4,96800
Uzbekistan,Uzbekistan,1974,3660,64.9,13500000
Uruguay,Uruguay,1974,7830,68.6,2820000
United States,United States,1974,26300,72,217000000
United Kingdom,United Kingdom,1974,19000,72.3,56200000
United Arab Emirates,United Arab Emirates,1974,145000,67.8,471000
Ukraine,Ukraine,1974,8730,69.4,48500000
Uganda,Uganda,1974,1040,51.2,10500000
Turkey,Turkey,1974,8420,59.6,38400000
Tunisia,Tunisia,1974,3900,61.3,5530000
Trinidad and Tobago,Trinidad and Tobago,1974,11800,66.3,997000
Tonga,Tonga,1974,1850,65.9,87600
Togo,Togo,1974,1890,53.7,2360000
Timor-Leste,Timor-Leste,1974,756,46.7,664000
Thailand,Thailand,1974,2710,64.4,41300000
Tanzania,Tanzania,1974,1470,53.8,15500000
Tajikistan,Tajikistan,1974,5060,58.1,3300000
Syria,Syria,1974,3520,66.7,7280000
Switzerland,Switzerland,1974,40600,74.4,6340000
Sweden,Sweden,1974,25100,75,8170000
Suriname,Suriname,1974,10500,65,365000
Sudan,Sudan,1974,1900,53.5,11700000
St. Vincent and the Grenadines,St. Vincent and the Grenadines,1974,3000,66.3,94600
St. Lucia,St. Lucia,1974,4010,66.7,109000
Sri Lanka,Sri Lanka,1974,2230,64.4,13500000
Spain,Spain,1974,15700,73.1,35600000
South Sudan,South Sudan,1974,2100,50.1,4020000
South Korea,South Korea,1974,3570,63.7,34800000
South Africa,South Africa,1974,10800,58.5,25500000
Somalia,Somalia,1974,1070,47.6,3630000
Solomon Islands,Solomon Islands,1974,1090,56.2,186000
Slovenia,Slovenia,1974,16400,69.1,1730000
Slovak Republic,Slovak Republic,1974,12500,70.3,4710000
Singapore,Singapore,1974,14500,69.9,2230000
Sierra Leone,Sierra Leone,1974,1520,47,2930000
Seychelles,Seychelles,1974,8200,67.6,58100
Serbia,Serbia,1974,13400,71,8420000
Senegal,Senegal,1974,1890,48.9,4800000
Saudi Arabia,Saudi Arabia,1974,103000,68,7060000
Sao Tome and Principe,Sao Tome and Principe,1974,2220,61,80700
Samoa,Samoa,1974,3430,65.1,150000
Rwanda,Rwanda,1974,681,47.2,4230000
Russia,Russia,1974,17500,68.3,133000000
Romania,Romania,1974,12200,69.9,21500000
Qatar,Qatar,1974,158000,68.1,154000
Portugal,Portugal,1974,13100,69.1,9090000
Poland,Poland,1974,11200,71.2,33700000
Philippines,Philippines,1974,3520,63.6,40100000
Peru,Peru,1974,7220,61.2,14800000
Paraguay,Paraguay,1974,4000,70.3,2720000
Papua New Guinea,Papua New Guinea,1974,1930,54.9,2800000
Panama,Panama,1974,7300,71,1700000
Palestine,Palestine,1974,1560,67,1280000
Pakistan,Pakistan,1974,1830,58.2,64900000
Oman,Oman,1974,18300,55.1,842000
Norway,Norway,1974,26000,74.7,3990000
North Korea,North Korea,1974,1780,69.5,16000000
Nigeria,Nigeria,1974,4390,52.1,61700000
Niger,Niger,1974,1120,43.4,5040000
Nicaragua,Nicaragua,1974,6880,63.6,2710000
New Zealand,New Zealand,1974,22200,72.1,3040000
Netherlands,Netherlands,1974,22600,74.5,13600000
Nepal,Nepal,1974,993,50.3,13000000
Namibia,Namibia,1974,6180,59,881000
Myanmar,Myanmar,1974,799,51.9,29000000
Mozambique,Mozambique,1974,586,48.9,10100000
Morocco,Morocco,1974,2620,57.4,17400000
Montenegro,Montenegro,1974,13600,73.1,547000
Mongolia,Mongolia,1974,1890,57.4,1440000
Moldova,Moldova,1974,5780,63.7,3800000
Mexico,Mexico,1974,10000,64.2,59100000
Mauritius,Mauritius,1974,4080,62.7,878000
Mauritania,Mauritania,1974,2990,55.3,1290000
Marshall Islands,Marshall Islands,1974,2520,62.3,24500
Malta,Malta,1974,5970,70.6,322000
Mali,Mali,1974,898,41.2,6370000
Maldives,Maldives,1974,1440,43.3,132000
Malaysia,Malaysia,1974,5410,66.5,11900000
Malawi,Malawi,1974,823,45.9,5140000
Madagascar,Madagascar,1974,2330,52.8,7350000
Luxembourg,Luxembourg,1974,35300,71,351000
Lithuania,Lithuania,1974,14200,71.1,3270000
Libya,Libya,1974,40300,68.5,2540000
Liberia,Liberia,1974,2260,49.4,1580000
Lesotho,Lesotho,1974,1030,56.8,1120000
Lebanon,Lebanon,1974,15000,67.9,2540000
Latvia,Latvia,1974,8850,69.6,2450000
Lao,Lao,1974,1380,45.2,2990000
Kyrgyz Republic,Kyrgyz Republic,1974,3570,61.5,3230000
Kuwait,Kuwait,1974,114000,70,965000
Kiribati,Kiribati,1974,7100,57,54400
Kenya,Kenya,1974,2090,59.5,13000000
Jordan,Jordan,1974,4290,64.4,2000000
Japan,Japan,1974,16700,73.8,111000000
Jamaica,Jamaica,1974,7850,70.6,2000000
Italy,Italy,1974,19300,72.6,55000000
Israel,Israel,1974,15200,71.3,3240000
Ireland,Ireland,1974,13000,71.4,3130000
Iraq,Iraq,1974,9710,60.6,11300000
Iran,Iran,1974,15100,63.3,31800000
Indonesia,Indonesia,1974,2720,56,127000000
India,India,1974,1130,51,607000000
Iceland,Iceland,1974,19400,74.7,216000
Hungary,Hungary,1974,14900,69.3,10500000
Honduras,Honduras,1974,3070,54.5,3060000
Haiti,Haiti,1974,2330,47.8,5050000
Guyana,Guyana,1974,3760,61.5,738000
Guinea-Bissau,Guinea-Bissau,1974,1830,44.6,769000
Guinea,Guinea,1974,1050,45.9,4350000
Guatemala,Guatemala,1974,5290,55.1,6270000
Grenada,Grenada,1974,3500,69,93200
Greece,Greece,1974,14600,74.4,8910000
Ghana,Ghana,1974,2560,56.5,9600000
Germany,Germany,1974,23600,71.3,78900000
Georgia,Georgia,1974,6190,66.4,4850000
Gambia,Gambia,1974,1960,56.5,506000
Gabon,Gabon,1974,18400,54.4,637000
France,France,1974,21000,73.2,52600000
Finland,Finland,1974,19400,71.4,4700000
Fiji,Fiji,1974,5460,64.3,565000
Ethiopia,Ethiopia,1974,779,43.5,31900000
Estonia,Estonia,1974,11600,70.4,1410000
Eritrea,Eritrea,1974,1090,46.8,2020000
Equatorial Guinea,Equatorial Guinea,1974,991,45.5,269000
El Salvador,El Salvador,1974,5380,61.3,4050000
Egypt,Egypt,1974,3060,54,38300000
Ecuador,Ecuador,1974,6710,64.8,6800000
Dominican Republic,Dominican Republic,1974,4300,66.8,5020000
Dominica,Dominica,1974,3490,69.8,71800
Djibouti,Djibouti,1974,4440,60.7,205000
Denmark,Denmark,1974,24300,74,5040000
Czech Republic,Czech Republic,1974,16900,70.3,10000000
Cyprus,Cyprus,1974,10000,51.4,642000
Cuba,Cuba,1974,11100,73.3,9320000
Croatia,Croatia,1974,15400,69,4480000
Cote d'Ivoire,Cote d'Ivoire,1974,3980,53.1,6310000
Costa Rica,Costa Rica,1974,7100,71.2,2050000
"Congo, Dem. Rep.","Congo, Dem. Rep.",1974,2340,51.5,22300000
Comoros,Comoros,1974,1530,52.6,250000
Colombia,Colombia,1974,5050,65.6,24200000
China,China,1974,892,63,904000000
Chile,Chile,1974,6950,66.3,10300000
Chad,Chad,1974,1260,50.9,4000000
Central African Republic,Central African Republic,1974,1180,48.4,1980000
Canada,Canada,1974,23500,73.4,22800000
Cameroon,Cameroon,1974,2330,53.2,7250000
Cambodia,Cambodia,1974,1110,45.2,7530000
Burundi,Burundi,1974,810,45.2,3620000
Burkina Faso,Burkina Faso,1974,747,45.7,6040000
Bulgaria,Bulgaria,1974,9010,71.2,8700000
Brazil,Brazil,1974,8370,63.2,105000000
Botswana,Botswana,1974,3160,58.9,796000
Bosnia and Herzegovina,Bosnia and Herzegovina,1974,2960,67.8,3940000
Bhutan,Bhutan,1974,1020,50.9,339000
